ID,LastName,FirstName,Title,Gender,Boarded,Class,Age,Survived
799,Meek,Annie Louisa,Mrs,F,Southampton,3rd,31,No
800,Mellinger,Elizabeth Anne,Mrs,F,Southampton,2nd,41,Yes
801,Mellinger,Violet Madeline,Miss,F,Southampton,2nd,13,Yes
802,Mellors,William John,Mr,M,Southampton,2nd,19,Yes
803,Meo (Martino),Alfonzo,Mr,M,Southampton,3rd,48,No
804,Mernagh,Robert,Mr,M,Queenstown,3rd,28,No
805,Meyer,August,Mr,M,Southampton,2nd,31,No
806,Meyer,Edgar Joseph,Mr,M,Cherbourg,1st,28,No
807,Meyer,Leila,Mrs,F,Cherbourg,1st,25,Yes
808,Midtsjø,Karl Albert,Mr,M,Southampton,3rd,21,Yes
809,Mihoff,Stoytcho,Mr,M,Southampton,3rd,28,No
810,Miles,Frank,Mr,M,Southampton,3rd,23,No
811,Millet,Francis Davis,Mr,M,Cherbourg,1st,65,No
812,Milling,Jacob Christian,Mr,M,Southampton,2nd,48,No
813,Minahan,William Edward,Dr,M,Queenstown,1st,44,No
814,Minahan,Lillian E.,Mrs,F,Queenstown,1st,37,Yes
815,Minahan,Daisy E.,Miss,F,Queenstown,1st,33,Yes
816,Mineff,Ivan,Mr,M,Southampton,3rd,24,No
817,Minkoff,Lazar,Mr,M,Southampton,3rd,21,No
818,Mitchell,Henry Michael,Mr,M,Southampton,2nd,71,No
819,Mitkoff,Mito,Mr,M,Southampton,3rd,23,No
820,Mock,Philipp Edmund,Mr,M,Cherbourg,1st,30,Yes
821,Mockler,Ellen Mary,Miss,F,Queenstown,3rd,23,Yes
822,Moen,Sigurd Hansen,Mr,M,Southampton,3rd,27,No
823,Molson,Harry Markland,Mr,M,Southampton,1st,55,No
824,Montvila,Juozas,Father,M,Southampton,2nd,27,No
825,Moor,Beila,Mrs,F,Southampton,3rd,29,Yes
826,Moor,Meier,Master,M,Southampton,3rd,7,Yes
827,Moore,Clarence Bloomfield,Mr,M,Southampton,1st,47,No
828,Moore,Leonard Charles,Mr,M,Southampton,3rd,19,No
829,Moran,Bridget,Miss,F,Queenstown,3rd,28,Yes
830,Moran,Daniel J.,Mr,M,Queenstown,3rd,27,No
831,Moraweck,Ernest,Dr,M,Southampton,2nd,54,No
832,Morley,Henry Samuel,Mr,M,Southampton,2nd,38,No
833,Morley,William,Mr,M,Southampton,3rd,34,No
834,Morrow,Thomas Rowan,Mr,M,Queenstown,3rd,30,No
835,Moss,Albert Johan,Mr,M,Southampton,3rd,29,Yes
836,Moussa,Mantoura Boulos,Mrs,F,Cherbourg,3rd,35,No
837,Moutal,Rahamin Haim,Mr,M,Southampton,3rd,28,No
838,Mubarik,Am inah,Mrs,F,Cherbourg,3rd,24,Yes
839,Mubarik,Jirjis,Master,M,Cherbourg,3rd,7,Yes
840,Mubarik,Hal im,Master,M,Cherbourg,3rd,4,Yes
841,Mudd,Thomas Cupper,Mr,M,Southampton,2nd,16,No
842,Mullin,Catherine,Miss,F,Queenstown,3rd,21,Yes
843,Mullin,Mary (Lennon),Miss,F,Queenstown,3rd,18,No
844,Mulvihill,Bridget Elizabeth,Miss,F,Queenstown,3rd,25,Yes
845,Murdlin,Joseph,Mr,M,Southampton,3rd,22,No
846,Murphy,Nora,Miss,F,Queenstown,3rd,34,Yes
847,Murphy,Margaret Jane,Miss,F,Queenstown,3rd,25,Yes
848,Murphy,Catherine,Miss,F,Queenstown,3rd,18,Yes
849,Muslaman i,Fat imah Muhammad,Mrs,F,Cherbourg,3rd,22,Yes
850,Myhrman,Pehr Fabian Oliver Malkolm,Mr,M,Southampton,3rd,18,No
851,Myles,Thomas Francis,Mr,M,Queenstown,2nd,63,No
852,N iqula Yarid,Jamilah,Miss,F,Cherbourg,3rd,14,Yes
853,N iqula Yarid,Ilyas,Master,M,Cherbourg,3rd,11,Yes
854,Naidenoff,Penko,Mr,M,Southampton,3rd,22,No
855,Najib Kiamie,Adele,Miss,F,Cherbourg,3rd,15,Yes
856,Nakhli,Toufik,Mr,M,Cherbourg,3rd,17,No
857,Nakid,Sahid,Mr,M,Cherbourg,3rd,20,Yes
858,Nakid,Waika,Mrs,F,Cherbourg,3rd,19,Yes
859,Nakid,Maria,Miss,F,Cherbourg,3rd,1,Yes
860,Nancarrow,William Henry,Mr,M,Southampton,3rd,36,No
861,Nankoff,Minko,Mr,M,Southampton,3rd,32,No
862,Nasr ‘Alma,Mustafà,Mr,M,Cherbourg,3rd,20,No
863,Nasser,Nicholas,Mr,M,Cherbourg,2nd,28,No
864,Nasser,Adele,Mrs,F,Cherbourg,2nd,14,No
865,Nassr Rizq,Saade,Mr,M,Cherbourg,3rd,20,No
866,Natsch,Charles,Mr,M,Cherbourg,1st,36,No
867,Naughton,Hannah,Miss,F,Queenstown,3rd,21,No
868,Navratil,Michel,Mr,M,Southampton,2nd,32,No
869,Navratil,Michel Marcel,Master,M,Southampton,2nd,3,Yes
870,Navratil,Edmond Roger,Master,M,Southampton,2nd,2,Yes
871,Nenkov,Hristo,Mr,M,Southampton,3rd,22,No
872,Nesson,Israel,Mr,M,Southampton,2nd,26,No
873,Newell,Arthur Webster,Mr,M,Cherbourg,1st,58,No
874,Newell,Madeleine,Miss,F,Cherbourg,1st,31,Yes
875,Newell,Marjorie Anne,Miss,F,Cherbourg,1st,23,Yes
876,Newsom,Helen Monypeny,Miss,F,Southampton,1st,19,Yes
877,Nicholls,Joseph Charles,Mr,M,Southampton,2nd,19,No
878,Nicholson,Arthur Ernest,Mr,M,Southampton,1st,59,No
879,Nieminen,Manta Josefina,Miss,F,Southampton,3rd,29,No
880,Niklasson,Samuel,Mr,M,Southampton,3rd,28,No
881,Nilsson,Helmina Josefina,Miss,F,Southampton,3rd,26,Yes
882,Nilsson,August Ferdinand,Mr,M,Southampton,3rd,21,No
883,Nilsson,Berta Olivia,Miss,F,Southampton,3rd,18,Yes
884,Nirva,Iisakki Antino äijö,Mr,M,Southampton,3rd,41,No
885,Niskänen,Juha,Mr,M,Southampton,3rd,39,Yes
886,Nofal,Mansouer,Mr,M,Cherbourg,3rd,20,No
887,Norman,Robert Douglas,Mr,M,Southampton,2nd,27,No
888,Nosworthy,Richard Cater,Mr,M,Southampton,3rd,21,No
889,Nourney,Alfred,Mr,M,Cherbourg,1st,20,Yes
890,Nye,Elizabeth,Mrs,F,Southampton,2nd,29,Yes
891,Nysten,Anna Sofia,Miss,F,Southampton,3rd,22,Yes
892,Nysveen,Johan Hansen,Mr,M,Southampton,3rd,60,No
893,O'Brien,Thomas,Mr,M,Queenstown,3rd,27,No
894,O'Brien,Johanna,Mrs,F,Queenstown,3rd,26,No
895,O'Brien,Denis,Mr,M,Queenstown,3rd,21,No
896,O'Connell,Patrick Denis,Mr,M,Queenstown,3rd,17,No
897,O'Connor,Patrick,Mr,M,Queenstown,3rd,23,No
898,O'Connor,Maurice,Mr,M,Queenstown,3rd,16,No
899,Ödahl,Nils Martin,Mr,M,Southampton,3rd,23,No
900,O'Dwyer,Ellen,Miss,F,Queenstown,3rd,25,Yes
901,Öhman,Velin,Miss,F,Southampton,3rd,22,Yes
902,O'Keefe,Patrick,Mr,M,Queenstown,3rd,21,Yes
903,O'Leary,Hanora,Miss,F,Queenstown,3rd,16,Yes
904,Oliva Y Ocana,Fermina (Maid to Mrs Victor de Satode Peñasco y Castellana),Doña,F,Cherbourg,1st,39,Yes
905,Olsen,Karl Siegwart Andreas,Mr,M,Southampton,3rd,42,No
906,Olsen,Henry Margido,Mr,M,Southampton,3rd,28,No
907,Olsen,Ole Martin,Mr,M,Southampton,3rd,27,No
908,Olsen,Artur Karl,Master,M,Southampton,3rd,9,Yes
909,Olsson,Oscar Wilhelm,Mr,M,Southampton,3rd,32,Yes
910,Olsson,Elina,Miss,F,Southampton,3rd,31,No
911,Olsson,Nils Johan Göransson,Mr,M,Southampton,3rd,28,No
912,Olsvigen,Thor Anderson,Mr,M,Southampton,3rd,20,No
913,Omont,Alfred Fernand,Mr,M,Cherbourg,1st,29,Yes
914,Oreskovic,Jelka,Miss,F,Southampton,3rd,23,No
915,Oreskovic,Luka,Mr,M,Southampton,3rd,20,No
916,Oreskovic,Marija,Miss,F,Southampton,3rd,20,No
917,Osén,Olaf Elon,Mr,M,Southampton,3rd,16,No
918,Ostby,Engelhart Cornelius,Mr,M,Southampton,1st,64,No
919,Østby,Helen Ragnhild,Miss,F,Southampton,1st,22,Yes
920,O'Sullivan,Bridget Mary,Miss,F,Queenstown,3rd,21,No
921,Otter,Richard,Mr,M,Southampton,2nd,38,No
922,Oviés Y Rodríguez,Servando José Florentino,Mr,M,Cherbourg,1st,36,No
923,Oxenham,Percy Thomas,Mr,M,Southampton,2nd,22,Yes
924,Padron Manent,Julian,Mr,M,Cherbourg,2nd,26,Yes
925,Pain,Alfred,Dr,M,Southampton,2nd,23,No
926,Pallàs I Castelló,Emili,Señor,M,Cherbourg,2nd,29,Yes
927,Pålsson,Alma Cornelia,Mrs,F,Southampton,3rd,29,No
928,Pålsson,Torborg Danira,Miss,F,Southampton,3rd,8,No
929,Pålsson,Paul Folke,Master,M,Southampton,3rd,6,No
930,Pålsson,Stina Viola,Miss,F,Southampton,3rd,3,No
931,Pålsson,Gösta Leonard,Master,M,Southampton,3rd,2,No
932,Panula,Maija Emelia Abrahamintytar,Mrs,F,Southampton,3rd,41,No
933,Panula,Ernesti Arvid,Mr,M,Southampton,3rd,16,No
934,Panula,Jaako Arnold,Master,M,Southampton,3rd,14,No
935,Panula,Juha Niilo,Master,M,Southampton,3rd,7,No
936,Panula,Urho Abraham,Master,M,Southampton,3rd,2,No
937,Panula,Eino Viljam,Master,M,Southampton,3rd,1,No
938,Parker,Clifford Richard,Mr,M,Southampton,2nd,17,No
939,Parkes,Francis,Mr,M,Belfast,2nd,21,No
940,Parr,William Henry Marsh,Mr,M,Belfast,1st,29,No
941,Parrish,Lutie Davis,Mrs,F,Southampton,2nd,59,Yes
942,Partner,Austin,Mr,M,Southampton,1st,40,No
943,Pasic,Jakob,Mr,M,Southampton,3rd,21,No
944,Patchett,George,Mr,M,Southampton,3rd,19,No
945,Pavlovic,Stefo,Mr,M,Southampton,3rd,32,No
946,Payne,Vivian Ponsonby (Private secretary to Charles Melville Hays),Mr,M,Southampton,1st,22,No
947,Peacock,Albert Edward,Master,M,Southampton,3rd,0,No
948,Peacock,Edith,Mrs,F,Southampton,3rd,26,No
949,Peacock,Treasteall,Miss,F,Southampton,3rd,3,No
950,Pearce,Ernest,Mr,M,Southampton,3rd,32,No
951,Pears,Thomas Clinton,Mr,M,Southampton,1st,29,No
952,Pears,Edith,Mrs,F,Southampton,1st,22,Yes
953,Pedersen,Olaf,Mr,M,Southampton,3rd,28,No
954,Peduzzi,Giuseppe,Mr,M,Southampton,3rd,24,No
955,Pekoniemi,Edvard,Mr,M,Southampton,3rd,21,No
956,Peltomäki,Nikolai Johannes,Mr,M,Southampton,3rd,25,No
957,Peñasco Y Castellana,Victor,Mr,M,Cherbourg,1st,24,No
958,Peñasco Y Castellana,Maria Josefa Perezde Soto y Vallejo,Mrs,F,Cherbourg,1st,22,Yes
959,Pengelly,Frederick William,Mr,M,Southampton,2nd,19,No
960,Perkin,John Henry,Mr,M,Southampton,3rd,22,No
961,Pernot,René,Mr,M,Cherbourg,2nd,39,No
962,Perreault,Mary Anne (Maid to Mrs Charles Melville Hays),Miss,F,Southampton,1st,33,Yes
963,Persson,Ernst Ulrik,Mr,M,Southampton,3rd,25,Yes
964,Peruschitz,Josef,Father,M,Southampton,2nd,41,No
965,Peter/Joseph,Michael J.,Master,M,Cherbourg,3rd,4,Yes
966,Peter/Joseph,Anna,Miss,F,Cherbourg,3rd,2,Yes
967,Peteranec,Mathilda,Miss,F,Southampton,3rd,28,No
968,Peters,Catherine,Miss,F,Queenstown,3rd,26,No
969,Petersen,Marius,Mr,M,Southampton,3rd,24,No
970,Petroff,Pastcho,Mr,M,Southampton,3rd,29,No
971,Petroff,Nedialco,Mr,M,Southampton,3rd,19,No
972,Pettersson,Johan Emil,Mr,M,Southampton,3rd,25,No
973,Pettersson,Elin Natalia,Miss,F,Southampton,3rd,18,No
974,Peuchen,Arthur Godfrey,Major,M,Southampton,1st,52,Yes
975,Phillips,Escott Robert,Mr,M,Southampton,2nd,42,No
976,Phillips,Alice Frances Louisa,Miss,F,Southampton,2nd,21,Yes
977,Phillips,Kate Florence,Miss,F,Southampton,2nd,19,Yes
978,Picard,Benoît,Mr,M,Southampton,3rd,32,Yes
979,Pinsky,Rosa,Mrs,F,Southampton,2nd,32,Yes
980,Plotcharsky,Vasil,Mr,M,Southampton,3rd,27,No
981,Pokrnic,Tome,Mr,M,Southampton,3rd,24,No
982,Pokrnic,Mate,Mr,M,Southampton,3rd,17,No
983,Ponesell,Martin,Mr,M,Southampton,2nd,24,No
984,Portaluppi,Emilio Ilario Giuseppe,Mr,M,Cherbourg,2nd,30,Yes
985,Porter,Walter Chamberlain,Mr,M,Southampton,1st,46,No
986,Potter,Lily Alexenia,Mrs,F,Cherbourg,1st,56,Yes
987,Pulbaum,Franz,Mr,M,Cherbourg,2nd,27,No
988,Pulner,Uscher,Mr,M,Cherbourg,3rd,16,No
989,Quick,Jane,Mrs,F,Southampton,2nd,33,Yes
990,Quick,Winifred Vera,Miss,F,Southampton,2nd,8,Yes
991,Quick,Phyllis May,Miss,F,Southampton,2nd,2,Yes
992,Radeff,Alexander,Mr,M,Southampton,3rd,27,No
993,Raful-Bulus,Bakhus,Mr,M,Cherbourg,3rd,20,No
994,Rasmussen,Lena Jakobsen,Mrs,F,Southampton,3rd,63,No
995,Razi,Raihed,Mr,M,Cherbourg,3rd,30,No
996,Reed,James George,Mr,M,Southampton,3rd,19,No
997,Reeves,David,Mr,M,Southampton,2nd,36,No
998,Rekic,Tido,Mr,M,Southampton,3rd,38,No
999,Renouf,Peter Henry,Mr,M,Southampton,2nd,33,No
1000,Renouf,Lillian,Mrs,F,Southampton,2nd,30,No
1001,Reuchlin,Jonkheer Johan George,Mr,M,Cherbourg,1st,38,No
1002,Reynalds,Encarnación,Señora,F,Southampton,2nd,28,Yes
1003,Reynolds,Harold,Mr,M,Southampton,3rd,21,No
1004,Rheims,George Alexander Lucien,Mr,M,Cherbourg,1st,33,Yes
1005,Rice,Margaret,Mrs,F,Queenstown,3rd,39,No
1006,Rice,Albert,Master,M,Queenstown,3rd,10,No
1007,Rice,George Hugh,Master,M,Queenstown,3rd,8,No
1008,Rice,Eric,Master,M,Queenstown,3rd,7,No
1009,Rice,Arthur,Master,M,Queenstown,3rd,4,No
1010,Rice,Eugene Francis,Master,M,Queenstown,3rd,2,No
1011,Richard,Emile Phillippe,Mr,M,Cherbourg,2nd,23,No
1012,Richards,Sibley George,Master,M,Southampton,2nd,0,Yes
1013,Richards,Emily,Mrs,F,Southampton,2nd,24,Yes
1014,Richards,William Rowe,Master,M,Southampton,2nd,3,Yes
1015,Ridsdale,Lucy,Miss,F,Southampton,2nd,58,Yes
1016,Righini,Sante (Manservant to s John Stewart White),Mr,M,Cherbourg,1st,22,No
1017,Riihivuori,Susanna Juhantytär,Miss,F,Southampton,3rd,22,No
1018,Rintamäki,Matti,Mr,M,Southampton,3rd,35,No
1019,Riordan,Hannah,Miss,F,Queenstown,3rd,18,Yes
1020,Risien,Samuel Beard,Mr,M,Southampton,3rd,69,No
1021,Risien,Emma Jane,Mrs,F,Southampton,3rd,58,No
1022,Robert,Elisabeth Walton,Mrs,F,Southampton,1st,43,Yes
1023,Robins,Alexander A.,Mr,M,Southampton,3rd,50,No
1024,Robins,Charity,Mrs,F,Southampton,3rd,47,No
1025,Robins,Victor (Valet to John Jacob Astor),Mr,M,Cherbourg,1st,42,No
1026,Roebling,Washington Augustus II,Mr,M,Southampton,1st,31,No
1027,Rogers,William John,Mr,M,Southampton,3rd,29,No
1028,Rogers,Reginald Harry,Mr,M,Southampton,2nd,18,No
1029,Romaine,Charles Hallace,Mr,M,Southampton,1st,45,Yes
1030,Rommetvedt,Knud Paust,Mr,M,Southampton,3rd,49,No
1031,Rood,Hugh Roscoe,Mr,M,Southampton,1st,39,No
1032,Rosblom,Helena Wilhelmina,Mrs,F,Southampton,3rd,41,No
1033,Rosblom,Viktor Richard,Mr,M,Southampton,3rd,18,No
1034,Rosblom,Salli Helena,Miss,F,Southampton,3rd,2,No
1035,Rosenbaum,Edith Louise,Miss,F,Cherbourg,1st,33,Yes
1036,Rosenshine,George,Mr,M,Cherbourg,1st,46,No
1037,Ross,John Hugo,Mr,M,Southampton,1st,36,No
1038,Roth,Sarah,Miss,F,Southampton,3rd,31,Yes
1039,Rothes,"Lucy Noël Martha, of",Countess,F,Southampton,1st,33,Yes
1040,Rothschild,Elizabeth Jane Anne,Mrs,F,Cherbourg,1st,54,Yes
1041,Rothschild,Martin,Mr,M,Cherbourg,1st,46,No
1042,Rouse,Richard Henry,Mr,M,Southampton,3rd,53,No
1043,Rowe,Alfred G.,Mr,M,Southampton,1st,59,No
1044,Rugg,Emily,Miss,F,Southampton,2nd,21,Yes
1045,Rush,Alfred George John,Mr,M,Southampton,3rd,17,No
1046,Ryan,Patrick,Mr,M,Queenstown,3rd,30,No
1047,Ryan,Edward,Mr,M,Queenstown,3rd,24,Yes
1048,Ryerson,Arthur Larned,Mr,M,Cherbourg,1st,61,No
1049,Ryerson,Emily Maria,Mrs,F,Cherbourg,1st,48,Yes
1050,Ryerson,Susan Parker “Suzette”,Miss,F,Cherbourg,1st,21,Yes
1051,Ryerson,Emily Borie,Miss,F,Cherbourg,1st,18,Yes
1052,Ryerson,John Borie,Master,M,Cherbourg,1st,13,Yes
1053,Saad,Amin,Mr,M,Cherbourg,3rd,30,No
1054,Saad,Khalil,Mr,M,Cherbourg,3rd,27,No
1055,Saalfeld,Adolphe,Mr,M,Southampton,1st,47,Yes
1056,Sadlier,Matthew,Mr,M,Queenstown,3rd,18,No
1057,Sadowitz,Henry,Mr,M,Southampton,3rd,17,No
1058,Sæther,Simon Sivertsen,Mr,M,Southampton,3rd,43,No
1059,Sage,John George,Mr,M,Southampton,3rd,44,No
1060,Sage,Annie Elizabeth,Mrs,F,Southampton,3rd,44,No
1061,Sage,Stella Anne,Miss,F,Southampton,3rd,20,No
1062,Sage,George John,Mr,M,Southampton,3rd,19,No
1063,Sage,Douglas Bullen,Mr,M,Southampton,3rd,18,No
1064,Sage,Frederick,Mr,M,Southampton,3rd,16,No
1065,Sage,Dorothy,Miss,F,Southampton,3rd,14,No
1066,Sage,Anthony William,Master,M,Southampton,3rd,12,No
1067,Sage,Elizabeth Ada,Miss,F,Southampton,3rd,10,No
1068,Sage,Constance Gladys,Miss,F,Southampton,3rd,7,No
1069,Sage,Thomas Henry,Master,M,Southampton,3rd,4,No
1070,Sägesser,Emma (Maid to Mme. Léontine Pauline Aubart),Mlle,F,Cherbourg,1st,24,Yes
1071,Salander,Karl Johan,Mr,M,Southampton,3rd,24,No
1072,Salkjelsvik,Anna Kristine,Miss,F,Southampton,3rd,21,Yes
1073,Salomon,Abraham Lincoln,Mr,M,Cherbourg,1st,43,Yes
1074,Salonen,Johan Werner,Mr,M,Southampton,3rd,29,No
1075,Samaan,Hanna Elias,Mr,M,Cherbourg,3rd,40,No
1076,Samaan,Elias,Mr,M,Cherbourg,3rd,17,No
1077,Samaan,Youssef,Mr,M,Cherbourg,3rd,16,No
1078,Sandström,Agnes Charlotta,Mrs,F,Southampton,3rd,24,Yes
1079,Sandström,Marguerite Rut,Miss,F,Southampton,3rd,4,Yes
1080,Sandström,Beatrice Irene,Miss,F,Southampton,3rd,1,Yes
1081,Sap,Julius,Mr,M,Southampton,3rd,21,Yes
1082,Saundercock,William Henry,Mr,M,Southampton,3rd,19,No
1083,Sawyer,Frederick Charles,Mr,M,Southampton,3rd,33,No
1084,Scanlan,James,Mr,M,Queenstown,3rd,22,No
1085,Schabert,Emma,Mrs,F,Cherbourg,1st,35,Yes
1086,Scheerlinck,Jean,Mr,M,Southampton,3rd,29,Yes
1087,Schmidt,Augustus,Mr,M,Southampton,2nd,21,No
1088,Sdycoff,Todor,Mr,M,Southampton,3rd,42,No
1089,Sedgwick,Charles Frederick Waddington,Mr,M,Southampton,2nd,28,No
1090,Seman,Betros,Master,M,Cherbourg,3rd,10,No
1091,Serreplan,Auguste (Maid to Mrs William Carter),Miss,F,Southampton,1st,30,Yes
1092,Seward,Frederic Kimber,Mr,M,Southampton,1st,34,Yes
1093,Shannon,Andrew John,Mr,M,Southampton,3rd,36,No
1094,Sharp,Percival,Mr,M,Southampton,2nd,27,No
1095,Shaughnessy,Patrick,Mr,M,Queenstown,3rd,24,No
1096,Shedid,Daher,Mr,M,Cherbourg,3rd,19,No
1097,Shellard,Frederick William Blainey,Mr,M,Southampton,3rd,55,No
1098,Shelley,Imanita Parrish,Mrs,F,Southampton,2nd,25,Yes
1099,Shihab,Al-Am ir Faris,Mr,M,Cherbourg,3rd,29,No
1100,Shine,Ellen,Miss,F,Queenstown,3rd,20,No
1101,Shorney,Charles Joseph,Mr,M,Southampton,3rd,22,No
1102,Shutes,Elizabeth Weed (Governess to Margaret Edith Graham),Miss,F,Southampton,1st,40,Yes
1103,Silvén,Lyyli Karoliina,Miss,F,Southampton,2nd,17,Yes
1104,Silverthorne,Spencer Victor,Mr,M,Southampton,1st,35,Yes
1105,Silvey,William Baird,Mr,M,Cherbourg,1st,51,No
1106,Silvey,Alice Gray,Mrs,F,Cherbourg,1st,39,Yes
1107,Simmons,John,Mr,M,Southampton,3rd,40,No
1108,Simonius-Blumer,Colonel (Oberst) Alfons,Mr,M,Southampton,1st,56,Yes
1109,Sincock,Maude,Miss,F,Southampton,2nd,20,Yes
1110,Sinkkonen,Anna,Miss,F,Southampton,2nd,29,Yes
1111,Sirayanian,Orsen,Mr,M,Cherbourg,3rd,22,No
1112,Sirota,Morris,Mr,M,Southampton,3rd,20,No
1113,Sivic,Husein,Mr,M,Southampton,3rd,40,No
1114,Sivola,Antti Wilhelm,Mr,M,Southampton,3rd,21,No
1115,Sjöblom,Anna Sofia,Miss,F,Southampton,3rd,18,Yes
1116,Sjöstedt,Ernst Adolf,Mr,M,Southampton,2nd,59,No
1117,Skoog,Anna Bernhardina,Mrs,F,Southampton,3rd,43,No
1118,Skoog,Wilhelm Johansson,Mr,M,Southampton,3rd,40,No
1119,Skoog,Karl Thorsten,Master,M,Southampton,3rd,11,No
1120,Skoog,Mabel,Miss,F,Southampton,3rd,9,No
1121,Skoog,Harald,Master,M,Southampton,3rd,5,No
1122,Skoog,Margit Elizabeth,Miss,F,Southampton,3rd,2,No
1123,Slabenoff,Petco,Mr,M,Southampton,3rd,42,No
1124,Slayter,Hilda Mary,Miss,F,Queenstown,2nd,30,Yes
1125,Slemen,Richard James,Mr,M,Southampton,2nd,35,No
1126,Slocovski,Selman Francis,Mr,M,Southampton,3rd,20,No
1127,Sloper,William Thompson,Mr,M,Southampton,1st,28,Yes
1128,Smart,John Montgomery,Mr,M,Southampton,1st,56,No
1129,Smiljanic,Mile,Mr,M,Southampton,3rd,37,No
1130,Smith,Richard William,Mr,M,Southampton,1st,57,No
1131,Smith,James Clinch,Mr,M,Cherbourg,1st,56,No
1132,Smith,Marion Elsie,Miss,F,Southampton,2nd,39,Yes
1133,Smith,Lucian Philip,Mr,M,Cherbourg,1st,24,No
1134,Smith,Mary Eloise,Mrs,F,Cherbourg,1st,18,Yes
1135,Smyth,Thomas,Mr,M,Queenstown,3rd,26,No
1136,Smyth,Julia,Miss,F,Queenstown,3rd,17,Yes
1137,Snyder,John Pillsbury,Mr,M,Southampton,1st,24,Yes
1138,Snyder,Nelle,Mrs,F,Southampton,1st,23,Yes
1139,Sobey,Samuel James Hayden,Mr,M,Southampton,2nd,25,No
1140,Søholt,Peter Andreas Lauritz Andersen,Mr,M,Southampton,3rd,19,No
1141,Somerton,Francis William,Mr,M,Southampton,3rd,30,No
1142,Spector,Woolf,Mr,M,Southampton,3rd,23,No
1143,Spedden,Frederic Oakley,Mr,M,Cherbourg,1st,45,Yes
1144,Spedden,Margaretta Corning “Daisy”,Mrs,F,Cherbourg,1st,39,Yes
1145,Spedden,Robert Douglas,Master,M,Cherbourg,1st,6,Yes
1146,Spencer,William Augustus,Mr,M,Cherbourg,1st,57,No
1147,Spencer,Marie Eugenie,Mrs,F,Cherbourg,1st,45,Yes
1148,Spinner,Henry John,Mr,M,Southampton,3rd,32,No
1149,Stähelin-Maeglin,Max,Dr,M,Southampton,1st,32,Yes
1150,Staneff,Ivan,Mr,M,Southampton,3rd,23,No
1151,Stankovic,Ivan,Mr,M,Cherbourg,3rd,33,No
1152,Stanley,Amy Zillah Elsie,Miss,F,Southampton,3rd,24,Yes
1153,Stanley,Edward Roland,Mr,M,Southampton,3rd,21,No
1154,Stanton,Samuel Ward,Mr,M,Cherbourg,2nd,42,No
1155,Stead,William Thomas,Mr,M,Southampton,1st,62,No
1156,Stengel,Charles Emil Henry,Mr,M,Cherbourg,1st,54,Yes
1157,Stengel,Annie May,Mrs,F,Cherbourg,1st,44,Yes
1158,Stephenson,Martha,Mrs,F,Cherbourg,1st,52,Yes
1159,Stewart,Albert Ankeny,Mr,M,Cherbourg,1st,64,No
1160,Stokes,Philip Joseph,Mr,M,Southampton,2nd,25,No
1161,Stone,Martha Evelyn,Mrs,F,Southampton,1st,62,Yes
1162,Storey,Thomas,Mr,M,Southampton,3rd,51,No
1163,Stoytcheff,Ilia,Mr,M,Southampton,3rd,19,No
1164,Strandberg,Ida Sofia,Miss,F,Southampton,3rd,22,No
1165,Strandén,Juho Niilosson,Mr,M,Southampton,3rd,31,Yes
1166,Straus,Isidor,Mr,M,Southampton,1st,67,No
1167,Straus,Rosalie Ida,Mrs,F,Southampton,1st,63,No
1168,Strilic,Ivan,Mr,M,Southampton,3rd,27,No
1169,Ström,Elna Matilda,Mrs,F,Southampton,3rd,29,No
1170,Ström,Telma Matilda,Miss,F,Southampton,3rd,2,No
1171,Sunderland,Victor Francis,Mr,M,Southampton,3rd,20,Yes
1172,Sundman,Johan Julian,Mr,M,Southampton,3rd,44,Yes
1173,Sutehall,Henry Jr,Mr,M,Southampton,3rd,25,No
1174,Sutton,Frederick,Mr,M,Southampton,1st,61,No
1175,Svensson,Johan,Mr,M,Southampton,3rd,74,No
1176,Svensson,Olof,Mr,M,Southampton,3rd,24,No
1177,Svensson,Johan Cervin,Mr,M,Southampton,3rd,14,Yes
1178,Swane,George,Mr,M,Southampton,2nd,19,No
1179,Sweet,George Frederick,Mr,M,Southampton,2nd,14,No
1180,Swift,Margaret Welles,Mrs,F,Southampton,1st,46,Yes
1181,Tannus,As’ad,Master,M,Cherbourg,3rd,0,Yes
1182,Tannus,Bash ir,Mr,M,Cherbourg,3rd,31,No
1183,Tannus,Tham in,Mrs,F,Cherbourg,3rd,16,Yes
1184,Taussig,Emil,Mr,M,Southampton,1st,52,No
1185,Taussig,Tillie,Mrs,F,Southampton,1st,39,Yes
1186,Taussig,Ruth,Miss,F,Southampton,1st,18,Yes
1187,Taylor,Juliet Cummins,Mrs,F,Southampton,1st,49,Yes
1188,Taylor,Elmer Zebley,Mr,M,Southampton,1st,48,Yes
1189,Taylor,Percy Cornelius,Mr,M,Southampton,2nd,32,No
1190,Tenglin,Gunnar Isidor,Mr,M,Southampton,3rd,25,Yes
1191,Thayer,John Borland,Mr,M,Cherbourg,1st,49,No
1192,Thayer,Marian Longstreth,Mrs,F,Cherbourg,1st,39,Yes
1193,Thayer,John Borland Jr,Mr,M,Cherbourg,1st,17,Yes
1194,Theobald,Thomas Leonard,Mr,M,Southampton,3rd,34,No
1195,Thomas/Tannous,John,Mr,M,Cherbourg,3rd,34,No
1196,Thomas/Tannous,Tannous,Mr,M,Cherbourg,3rd,16,No
