species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,year
Chinstrap,Dream,45.8,18.9,195,4150,female,2007
Chinstrap,Dream,41.1,16.6,187,3200,female,2008
Chinstrap,Dream,48.0,16.4,199,3300,female,2009
Chinstrap,Dream,46.7,16.6,192,2700,female,2008
Chinstrap,Dream,45.6,19.4,194,3525,female,2009
Chinstrap,Dream,45.4,18.8,188,3525,female,2007
Chinstrap,Dream,41.0,16.6,187,3225,female,2008
Chinstrap,Dream,45.5,19.4,194,3575,female,2009
Chinstrap,Dream,45.2,17.7,198,3950,female,2007
Chinstrap,Dream,45.2,17.7,198,3900,female,2007
Chinstrap,Dream,40.9,16.5,187,3200,female,2008
Chinstrap,Dream,43.8,18.1,202,3375,female,2009
Chinstrap,Dream,42.4,17.3,181,3600,female,2007
Chinstrap,Dream,45.9,17.4,187,3625,female,2008
Chinstrap,Dream,47.2,16.8,199,3900,female,2008
Chinstrap,Dream,45.7,17.1,195,3625,female,2009
Chinstrap,Dream,50.6,18.4,200,3400,female,2008
Chinstrap,Dream,58.0,17.8,182,3700,female,2007
Chinstrap,Dream,47.3,16.8,199,3850,female,2008
Chinstrap,Dream,45.3,17.0,196,3500,female,2008
Chinstrap,Dream,46.7,17.8,195,3275,female,2007
Chinstrap,Dream,43.7,18.1,202,3400,female,2009
Chinstrap,Dream,50.0,17.9,190,3425,female,2009
Chinstrap,Dream,42.3,16.8,188,3350,female,2008
Chinstrap,Dream,47.3,18.4,195,3850,female,2008
Chinstrap,Dream,45.2,16.6,191,3250,female,2009
Chinstrap,Dream,45.6,19.3,194,3550,female,2009
Chinstrap,Dream,42.9,17.2,187,3350,female,2009
Chinstrap,Dream,45.3,17.8,198,3950,female,2007
Chinstrap,Dream,45.4,16.9,196,3525,female,2008
Chinstrap,Dream,45.2,16.5,191,3225,female,2009
Chinstrap,Dream,45.6,18.7,187,3500,female,2007
Chinstrap,Dream,58.0,17.8,181,3650,female,2007
Chinstrap,Dream,46.7,17.4,185,3700,female,2007
Chinstrap,Dream,50.9,18.3,200,3425,female,2008
Chinstrap,Dream,45.9,17.1,191,3575,female,2007
Chinstrap,Dream,45.5,17.0,196,3525,female,2008
Chinstrap,Dream,46.2,17.8,193,3825,female,2007
Chinstrap,Dream,47.3,17.3,185,3725,female,2007
Chinstrap,Dream,46.2,17.6,187,3650,female,2008
Chinstrap,Dream,46.5,17.5,187,3675,female,2008
Chinstrap,Dream,47.9,16.5,199,3300,female,2009
Chinstrap,Dream,46.3,17.8,192,3675,female,2008
Chinstrap,Dream,40.9,16.6,187,3200,female,2008
Chinstrap,Dream,47.2,16.5,192,2725,female,2008
Chinstrap,Dream,45.0,16.6,192,3250,female,2009
Chinstrap,Dream,42.6,16.8,187,3325,female,2008
Chinstrap,Dream,49.9,18.7,198,3750,female,2009
Chinstrap,Dream,48.2,16.4,199,3325,female,2009
Chinstrap,Dream,46.2,17.9,191,3500,female,2007
Chinstrap,Dream,45.7,17.4,193,3575,female,2009
Chinstrap,Dream,45.7,19.4,194,3525,female,2009
Chinstrap,Dream,46.5,17.8,191,3675,female,2008
Chinstrap,Dream,46.3,17.5,187,3650,female,2008
Chinstrap,Dream,50.7,18.4,200,3375,female,2008
Chinstrap,Dream,58.0,17.9,181,3675,female,2007
Chinstrap,Dream,46.4,18.5,190,3450,female,2007
Chinstrap,Dream,47.8,16.4,199,3350,female,2009
Chinstrap,Dream,46.3,18.0,192,3500,female,2007
Chinstrap,Dream,51.0,17.8,197,3700,female,2009
Chinstrap,Dream,42.7,17.3,187,3350,female,2009
Chinstrap,Dream,42.5,17.3,187,3375,female,2009
Chinstrap,Dream,45.1,18.8,187,3550,female,2007
Chinstrap,Dream,50.8,18.0,196,3700,female,2009
Chinstrap,Dream,46.0,18.6,190,3450,female,2007
Chinstrap,Dream,46.3,17.7,191,3700,female,2008
Chinstrap,Dream,47.5,18.3,195,3850,female,2008
Chinstrap,Dream,46.3,17.7,191,3700,female,2008
Chinstrap,Dream,50.9,17.9,196,3700,female,2009
Chinstrap,Dream,41.1,16.6,187,3225,female,2008
Chinstrap,Dream,46.8,16.6,192,2700,female,2008
Chinstrap,Dream,45.4,16.6,191,3225,female,2009
Chinstrap,Dream,45.9,17.4,193,3625,female,2009
Chinstrap,Dream,46.7,18.6,190,3450,female,2007
Chinstrap,Dream,45.6,17.0,196,3475,female,2008
Chinstrap,Dream,45.4,17.1,196,3500,female,2008
Chinstrap,Dream,46.4,18.7,190,3450,female,2007
Chinstrap,Dream,40.9,16.5,187,3225,female,2008
Chinstrap,Dream,47.2,16.8,199,3900,female,2008
Chinstrap,Dream,58.0,17.9,181,3675,female,2007
Chinstrap,Dream,46.3,18.7,190,3450,female,2007
Chinstrap,Dream,48.0,16.5,199,3300,female,2009
Chinstrap,Dream,42.7,17.4,187,3350,female,2009
Chinstrap,Dream,49.7,17.3,198,3700,female,2009
Chinstrap,Dream,46.3,17.9,192,3500,female,2007
Chinstrap,Dream,41.0,16.6,187,3200,female,2008
Chinstrap,Dream,46.4,17.8,191,3725,female,2008
Chinstrap,Dream,47.5,18.2,195,3825,female,2008
Chinstrap,Dream,42.8,17.3,187,3325,female,2009
Chinstrap,Dream,42.4,17.3,181,3600,female,2007
Chinstrap,Dream,45.2,17.8,198,3950,female,2007
Chinstrap,Dream,45.6,18.7,188,3525,female,2007
Chinstrap,Dream,57.8,17.9,181,3700,female,2007
Chinstrap,Dream,48.3,16.4,199,3325,female,2009
Chinstrap,Dream,47.0,16.6,192,2700,female,2008
Chinstrap,Dream,46.2,17.9,192,3500,female,2007
Chinstrap,Dream,57.8,17.8,181,3700,female,2007
Chinstrap,Dream,46.3,18.6,190,3450,female,2007
Chinstrap,Dream,45.7,19.5,194,3525,female,2009
Chinstrap,Dream,46.1,17.8,191,3725,female,2008
Chinstrap,Dream,45.5,16.9,196,3475,female,2008
Chinstrap,Dream,48.2,16.4,200,3300,female,2009
Chinstrap,Dream,46.9,16.6,192,2700,female,2008
Chinstrap,Dream,50.7,18.4,200,3375,female,2008
Chinstrap,Dream,50.1,18.0,190,3375,female,2009
Chinstrap,Dream,45.3,16.5,191,3225,female,2009
Chinstrap,Dream,42.4,16.6,187,3375,female,2008
Chinstrap,Dream,42.2,17.2,182,3575,female,2007
Chinstrap,Dream,45.6,17.3,194,3600,female,2009
Chinstrap,Dream,45.8,17.1,195,3650,female,2009
Chinstrap,Dream,45.2,17.8,198,3925,female,2007
Chinstrap,Dream,42.4,17.2,181,3600,female,2007
Chinstrap,Dream,43.4,18.0,202,3400,female,2009
Chinstrap,Dream,50.4,18.7,198,3775,female,2009
Chinstrap,Dream,45.1,16.6,191,3275,female,2009
Chinstrap,Dream,43.3,16.6,187,2925,female,2007
Chinstrap,Dream,48.2,16.4,198,3325,female,2009
Chinstrap,Dream,45.4,16.7,191,3275,female,2009
Chinstrap,Dream,50.2,17.3,198,3675,female,2009
Chinstrap,Dream,46.8,17.9,195,3300,female,2007
Chinstrap,Dream,50.6,18.4,200,3375,female,2008
Chinstrap,Dream,46.3,17.8,191,3750,female,2008
Chinstrap,Dream,42.5,17.3,187,3375,female,2009
Chinstrap,Dream,46.3,17.5,186,3625,female,2008
Chinstrap,Dream,46.5,18.0,196,3300,female,2007
Chinstrap,Dream,43.2,16.7,187,2900,female,2007
Chinstrap,Dream,46.1,18.2,178,3250,female,2007
Chinstrap,Dream,46.5,17.9,192,3500,female,2007
Chinstrap,Dream,46.9,16.6,193,2725,female,2008
Chinstrap,Dream,46.2,17.1,190,3525,female,2007
Chinstrap,Dream,47.8,18.3,195,3825,female,2008
Chinstrap,Dream,45.8,17.3,193,3625,female,2009
Chinstrap,Dream,43.3,18.1,202,3375,female,2009
Chinstrap,Dream,47.0,17.3,185,3700,female,2007
Chinstrap,Dream,45.8,19.4,194,3525,female,2009
Chinstrap,Dream,46.4,17.8,191,3650,female,2008
Chinstrap,Dream,46.6,18.7,190,3475,female,2007
Chinstrap,Dream,46.8,18.0,192,3525,female,2007
Chinstrap,Dream,42.1,17.3,187,3375,female,2009
Chinstrap,Dream,45.5,17.0,195,3650,female,2009
Chinstrap,Dream,58.0,17.8,181,3650,female,2007
Chinstrap,Dream,48.0,16.5,199,3325,female,2009
Chinstrap,Dream,46.2,17.9,191,3500,female,2007
Chinstrap,Dream,46.2,19.0,195,4150,female,2007
Chinstrap,Dream,46.2,18.2,178,3250,female,2007
Chinstrap,Dream,51.3,17.8,196,3675,female,2009
Chinstrap,Dream,46.6,16.4,189,3625,female,2009
Chinstrap,Dream,47.6,18.3,195,3850,female,2008
Chinstrap,Dream,42.7,17.4,187,3325,female,2009
Chinstrap,Dream,50.4,18.4,200,3400,female,2008
Chinstrap,Dream,45.7,19.4,194,3550,female,2009
Chinstrap,Dream,57.8,17.9,181,3675,female,2007
Chinstrap,Dream,45.8,18.8,195,4175,female,2007
Chinstrap,Dream,42.2,17.2,180,3625,female,2007
Chinstrap,Dream,46.4,17.8,193,3825,female,2007
Chinstrap,Dream,42.6,16.7,187,3375,female,2008
Chinstrap,Dream,43.2,16.6,187,2900,female,2007
Chinstrap,Dream,50.9,17.9,196,3675,female,2009
Chinstrap,Dream,46.2,18.2,178,3275,female,2007
Chinstrap,Dream,50.2,17.8,190,3400,female,2009
Chinstrap,Dream,57.9,17.9,181,3675,female,2007
Chinstrap,Dream,51.2,17.8,196,3675,female,2009
Chinstrap,Dream,41.1,16.6,187,3200,female,2008
Chinstrap,Dream,50.3,17.9,190,3400,female,2009
Chinstrap,Dream,43.5,18.0,202,3425,female,2009
Chinstrap,Dream,45.7,17.1,195,3650,female,2009
Chinstrap,Dream,46.8,16.5,192,2700,female,2008
Chinstrap,Dream,50.1,18.6,197,3750,female,2009
Chinstrap,Dream,42.6,17.4,188,3350,female,2009
Chinstrap,Dream,45.5,19.4,193,3525,female,2009
Chinstrap,Dream,42.2,16.7,187,3350,female,2008
Chinstrap,Dream,47.6,16.8,198,3900,female,2008
Chinstrap,Dream,43.3,16.6,187,2900,female,2007
Chinstrap,Dream,45.9,19.0,195,4125,female,2007
Chinstrap,Dream,49.8,17.3,198,3725,female,2009
Chinstrap,Dream,50.3,18.6,198,3775,female,2009
Chinstrap,Dream,45.8,19.4,194,3525,female,2009
Chinstrap,Dream,45.6,19.4,194,3525,female,2009
Chinstrap,Dream,50.0,18.7,197,3750,female,2009
Chinstrap,Dream,46.7,17.8,193,3825,female,2007
Chinstrap,Dream,42.3,17.4,187,3350,female,2009
Chinstrap,Dream,47.0,17.4,185,3700,female,2007
Chinstrap,Dream,50.8,18.1,196,3700,female,2009
Chinstrap,Dream,50.3,18.7,198,3800,female,2009
Chinstrap,Dream,45.7,17.3,193,3625,female,2009
Chinstrap,Dream,46.4,17.8,192,3700,female,2008
Chinstrap,Dream,51.1,18.5,200,3425,female,2008
Chinstrap,Dream,45.5,19.3,194,3525,female,2009
Chinstrap,Dream,45.2,17.8,199,3975,female,2007
Chinstrap,Dream,46.1,17.1,191,3600,female,2007
Chinstrap,Dream,50.2,18.0,190,3375,female,2009
Chinstrap,Dream,45.5,18.7,188,3550,female,2007
Chinstrap,Dream,42.3,17.4,181,3575,female,2007
Chinstrap,Dream,46.8,17.9,193,3825,female,2007
Chinstrap,Dream,40.9,16.7,187,3200,female,2008
Chinstrap,Dream,47.1,17.3,185,3700,female,2007
Chinstrap,Dream,46.1,18.9,196,4150,female,2007
Chinstrap,Dream,45.5,18.7,188,3500,female,2007
Chinstrap,Dream,45.4,16.9,196,3500,female,2008
Chinstrap,Dream,45.6,17.4,193,3600,female,2009
Chinstrap,Dream,46.8,16.5,190,3650,female,2009
Chinstrap,Dream,46.1,19.0,195,4150,female,2007
Chinstrap,Dream,46.7,17.2,185,3700,female,2007
Chinstrap,Dream,49.9,17.4,198,3675,female,2009
Chinstrap,Dream,43.6,18.0,202,3375,female,2009
Chinstrap,Dream,46.7,17.3,185,3700,female,2007
Chinstrap,Dream,42.3,17.3,181,3625,female,2007
Chinstrap,Dream,46.4,17.9,194,3325,female,2007
Chinstrap,Dream,46.7,16.5,189,3625,female,2009
Chinstrap,Dream,46.9,16.4,190,3675,female,2009
Chinstrap,Dream,58.0,17.8,181,3700,female,2007
Chinstrap,Dream,47.1,17.2,184,3725,female,2007
Chinstrap,Dream,57.9,17.8,181,3675,female,2007
Chinstrap,Dream,46.1,17.1,190,3575,female,2007
Chinstrap,Dream,46.9,16.5,189,3675,female,2009
Chinstrap,Dream,47.7,16.9,200,3925,female,2008
Chinstrap,Dream,46.0,17.0,195,3650,female,2009
Chinstrap,Dream,43.2,16.6,186,2875,female,2007
Chinstrap,Dream,57.9,17.8,181,3700,female,2007
Chinstrap,Dream,46.7,17.9,195,3325,female,2007
Chinstrap,Dream,46.2,17.8,191,3700,female,2008
Chinstrap,Dream,58.0,17.8,181,3675,female,2007
Chinstrap,Dream,45.4,17.0,196,3475,female,2008
Chinstrap,Dream,43.5,18.1,202,3400,female,2009
Chinstrap,Dream,47.0,16.6,192,2700,female,2008
Chinstrap,Dream,47.0,16.6,193,2700,female,2008
Chinstrap,Dream,41.1,16.5,187,3200,female,2008
Chinstrap,Dream,49.8,17.3,197,3650,female,2009
Chinstrap,Dream,47.4,18.3,195,3875,female,2008
Chinstrap,Dream,40.9,16.7,187,3175,female,2008
Chinstrap,Dream,42.4,16.8,187,3350,female,2008
Chinstrap,Dream,50.8,18.4,200,3400,female,2008
Chinstrap,Dream,45.3,17.9,198,3950,female,2007
Chinstrap,Dream,47.7,18.2,194,3825,female,2008
Chinstrap,Dream,45.7,19.0,194,4150,female,2007
Chinstrap,Dream,45.2,18.8,188,3550,female,2007
Chinstrap,Dream,50.8,18.5,200,3375,female,2008
Chinstrap,Dream,46.3,18.9,196,4125,female,2007
Chinstrap,Dream,45.8,18.9,195,4125,female,2007
Chinstrap,Dream,43.3,17.9,202,3375,female,2009
Chinstrap,Dream,50.7,18.4,200,3425,female,2008
Chinstrap,Dream,49.9,17.2,198,3675,female,2009
Chinstrap,Dream,45.3,17.0,196,3500,female,2008
Chinstrap,Dream,46.4,18.6,189,3525,female,2007
Chinstrap,Dream,45.5,16.6,191,3275,female,2009
Chinstrap,Dream,43.4,16.6,187,2900,female,2007
Chinstrap,Dream,50.7,18.3,200,3375,female,2008
Chinstrap,Dream,50.4,18.7,198,3775,female,2009
Chinstrap,Dream,46.7,16.5,189,3650,female,2009
Chinstrap,Dream,43.1,16.6,187,2925,female,2007
Chinstrap,Dream,43.6,18.2,202,3400,female,2009
Chinstrap,Dream,43.7,18.0,202,3400,female,2009
Chinstrap,Dream,45.9,17.1,190,3575,female,2007
Chinstrap,Dream,47.9,16.5,199,3325,female,2009
Chinstrap,Dream,42.5,16.7,187,3350,female,2008
Chinstrap,Dream,45.8,18.9,194,4150,female,2007
Chinstrap,Dream,47.2,17.3,185,3725,female,2007
Chinstrap,Dream,47.9,16.4,199,3350,female,2009
Chinstrap,Dream,45.3,18.6,188,3525,female,2007
Chinstrap,Dream,43.1,16.7,187,2950,female,2007
Chinstrap,Dream,45.6,17.3,193,3600,female,2009
Chinstrap,Dream,45.8,17.0,195,3625,female,2009
Chinstrap,Dream,46.8,16.4,189,3650,female,2009
Chinstrap,Dream,41.0,16.6,187,3200,female,2008
Chinstrap,Dream,50.5,18.7,198,3750,female,2009
Chinstrap,Dream,41.0,16.7,186,3200,female,2008
Chinstrap,Dream,45.3,16.7,191,3275,female,2009
Chinstrap,Dream,46.6,18.6,190,3475,female,2007
Chinstrap,Dream,46.5,17.8,193,3800,female,2007
Chinstrap,Dream,45.9,17.0,195,3650,female,2009
Chinstrap,Dream,42.6,17.3,187,3350,female,2009
Chinstrap,Dream,48.1,16.4,199,3325,female,2009
Chinstrap,Dream,45.6,17.0,196,3500,female,2008
Chinstrap,Dream,43.5,18.1,202,3400,female,2009
Chinstrap,Dream,46.0,18.9,195,4150,female,2007
Chinstrap,Dream,43.1,16.6,187,2900,female,2007
Chinstrap,Dream,49.9,17.9,190,3375,female,2009
Chinstrap,Dream,50.5,18.4,199,3375,female,2008
Chinstrap,Dream,42.4,17.3,181,3600,female,2007
Chinstrap,Dream,45.5,18.9,194,4125,female,2007
Chinstrap,Dream,45.6,18.7,188,3525,female,2007
Chinstrap,Dream,46.2,17.5,187,3650,female,2008
Chinstrap,Dream,47.0,17.3,184,3675,female,2007
Chinstrap,Dream,50.6,18.4,200,3425,female,2008
Chinstrap,Dream,43.1,16.6,186,2875,female,2007
Chinstrap,Dream,45.5,17.0,196,3500,female,2008
Chinstrap,Dream,50.6,19.0,210,4075,male,2009
Chinstrap,Dream,48.9,18.1,194,4400,male,2007
Chinstrap,Dream,53.5,19.8,204,4500,male,2008
Chinstrap,Dream,49.8,19.5,196,3900,male,2007
Chinstrap,Dream,51.3,19.2,194,3625,male,2007
Chinstrap,Dream,51.5,19.8,197,3675,male,2007
Chinstrap,Dream,52.1,19.0,197,4175,male,2007
Chinstrap,Dream,52.1,18.7,197,3450,male,2009
Chinstrap,Dream,48.9,19.6,210,3950,male,2008
Chinstrap,Dream,49.1,19.5,210,3950,male,2008
Chinstrap,Dream,51.7,18.6,188,3275,male,2009
Chinstrap,Dream,51.6,18.0,201,4075,male,2007
Chinstrap,Dream,54.3,20.8,201,4300,male,2008
Chinstrap,Dream,51.5,20.4,194,3750,male,2007
Chinstrap,Dream,52.6,20.1,205,4550,male,2008
Chinstrap,Dream,51.8,19.5,206,3975,male,2009
Chinstrap,Dream,53.7,19.9,205,4500,male,2008
Chinstrap,Dream,52.6,19.9,198,3725,male,2007
Chinstrap,Dream,49.0,19.5,212,4250,male,2009
Chinstrap,Dream,51.3,18.7,187,3250,male,2009
Chinstrap,Dream,52.0,18.2,202,4050,male,2007
Chinstrap,Dream,49.3,19.9,203,4050,male,2009
Chinstrap,Dream,51.4,19.9,198,3700,male,2007
Chinstrap,Dream,51.2,18.9,201,3925,male,2009
Chinstrap,Dream,50.2,19.5,196,3925,male,2007
Chinstrap,Dream,49.6,19.0,199,3800,male,2008
Chinstrap,Dream,50.2,20.0,197,3300,male,2007
Chinstrap,Dream,49.3,19.9,203,4050,male,2009
Chinstrap,Dream,52.9,19.7,197,3700,male,2007
Chinstrap,Dream,50.9,19.1,196,3525,male,2008
Chinstrap,Dream,54.5,20.7,201,4300,male,2008
Chinstrap,Dream,50.7,19.6,200,4050,male,2007
Chinstrap,Dream,51.2,19.1,201,3925,male,2009
Chinstrap,Dream,48.3,17.4,191,3425,male,2007
Chinstrap,Dream,49.8,18.0,193,3725,male,2009
Chinstrap,Dream,51.2,19.0,202,3925,male,2009
Chinstrap,Dream,49.3,18.2,195,4375,male,2007
Chinstrap,Dream,53.1,20.0,205,4575,male,2008
Chinstrap,Dream,50.2,19.9,197,3325,male,2007
Chinstrap,Dream,49.5,19.1,201,3775,male,2008
Chinstrap,Dream,48.8,19.4,210,4000,male,2008
Chinstrap,Dream,51.4,18.1,198,3750,male,2007
Chinstrap,Dream,49.9,19.4,196,3875,male,2007
Chinstrap,Dream,54.6,20.7,201,4325,male,2008
Chinstrap,Dream,49.2,18.3,195,4400,male,2007
Chinstrap,Dream,51.0,19.1,196,3550,male,2008
Chinstrap,Dream,49.8,19.6,196,3900,male,2007
Chinstrap,Dream,50.5,19.0,211,4125,male,2009
Chinstrap,Dream,51.8,20.7,210,4800,male,2008
Chinstrap,Dream,53.6,19.9,204,4525,male,2008
Chinstrap,Dream,49.4,19.0,201,3775,male,2008
Chinstrap,Dream,51.1,18.9,201,3925,male,2009
Chinstrap,Dream,52.2,20.7,210,4800,male,2008
Chinstrap,Dream,49.4,19.9,203,4050,male,2009
Chinstrap,Dream,52.8,20.1,205,4575,male,2008
Chinstrap,Dream,51.1,19.0,195,3600,male,2008
Chinstrap,Dream,55.9,19.9,207,4000,male,2009
Chinstrap,Dream,52.1,18.9,197,4150,male,2007
Chinstrap,Dream,51.8,20.3,194,3775,male,2007
Chinstrap,Dream,50.0,18.8,202,3800,male,2009
Chinstrap,Dream,51.5,20.3,194,3750,male,2007
Chinstrap,Dream,50.7,19.4,194,3825,male,2007
Chinstrap,Dream,53.7,20.0,205,4450,male,2008
Chinstrap,Dream,51.7,19.0,201,3950,male,2009
Chinstrap,Dream,51.8,19.0,197,4125,male,2007
Chinstrap,Dream,51.1,18.8,203,4075,male,2008
Chinstrap,Dream,49.1,19.5,210,3975,male,2008
Chinstrap,Dream,49.5,18.2,192,3775,male,2009
Chinstrap,Dream,51.0,18.9,196,3525,male,2008
Chinstrap,Dream,51.3,18.2,197,3725,male,2007
Chinstrap,Dream,52.0,18.1,202,4025,male,2007
Chinstrap,Dream,51.2,20.0,198,3725,male,2007
Chinstrap,Dream,50.2,18.8,203,3825,male,2009
Chinstrap,Dream,52.0,18.0,201,4075,male,2007
Chinstrap,Dream,51.5,19.0,201,3925,male,2009
Chinstrap,Dream,50.9,18.5,201,4425,male,2009
Chinstrap,Dream,51.0,18.5,201,4450,male,2009
Chinstrap,Dream,50.3,18.8,202,3825,male,2009
Chinstrap,Dream,53.0,19.8,197,3725,male,2007
Chinstrap,Dream,52.3,19.5,196,3725,male,2007
Chinstrap,Dream,56.0,19.7,207,4025,male,2009
Chinstrap,Dream,51.1,18.8,204,4125,male,2008
Chinstrap,Dream,49.3,18.9,200,3825,male,2008
Chinstrap,Dream,54.4,20.7,201,4325,male,2008
Chinstrap,Dream,51.8,20.3,194,3750,male,2007
Chinstrap,Dream,52.8,19.7,197,3725,male,2007
Chinstrap,Dream,52.1,18.1,201,4050,male,2007
Chinstrap,Dream,51.7,20.3,195,3800,male,2007
Chinstrap,Dream,52.0,19.5,206,3925,male,2009
Chinstrap,Dream,51.2,18.6,187,3225,male,2009
Chinstrap,Dream,51.0,19.1,210,4075,male,2009
Chinstrap,Dream,49.1,18.3,195,4375,male,2007
Chinstrap,Dream,49.5,18.2,193,3750,male,2009
Chinstrap,Dream,49.7,18.2,193,3800,male,2009
Chinstrap,Dream,51.8,18.9,196,4150,male,2007
Chinstrap,Dream,52.7,19.8,197,3750,male,2007
Chinstrap,Dream,51.9,18.1,201,4050,male,2007
Chinstrap,Dream,49.1,18.1,194,4425,male,2007
Chinstrap,Dream,50.5,20.0,197,3300,male,2007
Chinstrap,Dream,50.0,18.8,202,3775,male,2009
Chinstrap,Dream,52.9,19.8,197,3700,male,2007
Chinstrap,Dream,51.1,19.9,198,3700,male,2007
Chinstrap,Dream,51.5,18.7,187,3250,male,2009
Chinstrap,Dream,48.7,17.6,190,3350,male,2007
Chinstrap,Dream,51.7,18.1,201,4025,male,2007
Chinstrap,Dream,49.2,19.9,203,4025,male,2009
Chinstrap,Dream,50.5,19.6,201,4075,male,2007
Chinstrap,Dream,51.1,18.8,203,4100,male,2008
Chinstrap,Dream,49.4,18.3,193,3775,male,2009
Chinstrap,Dream,53.5,19.9,205,4475,male,2008
Chinstrap,Dream,50.6,19.6,201,4025,male,2007
Chinstrap,Dream,49.8,19.4,196,3875,male,2007
Chinstrap,Dream,51.2,19.0,201,3950,male,2009
Chinstrap,Dream,55.8,19.9,207,4000,male,2009
Chinstrap,Dream,51.0,19.1,196,3525,male,2008
Chinstrap,Dream,49.0,19.6,210,3900,male,2008
Chinstrap,Dream,54.1,20.7,200,4300,male,2008
Chinstrap,Dream,54.3,20.8,201,4325,male,2008
Chinstrap,Dream,50.6,18.4,201,4450,male,2009
Chinstrap,Dream,50.2,19.6,201,4050,male,2007
Chinstrap,Dream,50.6,19.4,193,3800,male,2007
Chinstrap,Dream,54.4,20.8,201,4300,male,2008
Chinstrap,Dream,52.0,18.9,197,3425,male,2009
Chinstrap,Dream,52.9,20.0,205,4550,male,2008
Chinstrap,Dream,48.8,19.6,212,4350,male,2009
Chinstrap,Dream,50.4,19.5,197,3900,male,2007
Chinstrap,Dream,48.5,17.5,192,3400,male,2007
Chinstrap,Dream,50.4,19.6,201,4050,male,2007
Chinstrap,Dream,51.5,20.4,194,3775,male,2007
Chinstrap,Dream,51.5,18.6,187,3250,male,2009
Chinstrap,Dream,49.6,18.6,195,3625,male,2008
Chinstrap,Dream,49.0,19.5,210,3975,male,2008
Chinstrap,Dream,49.3,18.2,195,4400,male,2007
Chinstrap,Dream,52.0,20.7,211,4775,male,2008
Chinstrap,Dream,48.9,19.5,210,3975,male,2008
Chinstrap,Dream,50.0,18.6,195,3625,male,2008
Chinstrap,Dream,50.9,18.5,201,4450,male,2009
Chinstrap,Dream,51.4,20.1,194,3775,male,2007
Chinstrap,Dream,51.5,18.6,186,3225,male,2009
Chinstrap,Dream,54.2,20.7,201,4325,male,2008
Chinstrap,Dream,49.1,18.1,194,4400,male,2007
Chinstrap,Dream,50.1,20.0,197,3275,male,2007
Chinstrap,Dream,48.9,19.5,210,3925,male,2008
Chinstrap,Dream,51.4,18.7,187,3250,male,2009
Chinstrap,Dream,55.8,19.7,207,3975,male,2009
Chinstrap,Dream,55.9,19.8,207,3975,male,2009
Chinstrap,Dream,50.1,19.4,196,3925,male,2007
Chinstrap,Dream,51.5,19.9,199,3700,male,2007
Chinstrap,Dream,51.2,18.8,203,4100,male,2008
Chinstrap,Dream,50.5,19.5,201,4000,male,2007
Chinstrap,Dream,50.5,19.6,201,4075,male,2007
Chinstrap,Dream,52.0,19.0,197,4125,male,2007
Chinstrap,Dream,51.2,18.2,197,3750,male,2007
Chinstrap,Dream,50.2,18.7,202,3800,male,2009
Chinstrap,Dream,51.0,19.0,210,4075,male,2009
Chinstrap,Dream,49.7,18.9,200,3800,male,2008
Chinstrap,Dream,51.5,20.3,194,3750,male,2007
Chinstrap,Dream,48.8,19.5,210,3925,male,2008
Chinstrap,Dream,51.2,19.9,198,3700,male,2007
Chinstrap,Dream,52.0,20.3,194,3775,male,2007
Chinstrap,Dream,51.5,19.1,201,3925,male,2009
Chinstrap,Dream,50.8,19.8,203,4050,male,2009
Chinstrap,Dream,50.3,19.7,201,4050,male,2007
Chinstrap,Dream,51.3,19.2,193,3625,male,2007
Chinstrap,Dream,51.3,18.2,197,3750,male,2007
Chinstrap,Dream,50.2,19.4,195,3900,male,2007
Chinstrap,Dream,50.0,18.6,195,3600,male,2008
Chinstrap,Dream,52.0,20.7,210,4800,male,2008
Chinstrap,Dream,52.2,19.0,197,4150,male,2007
Chinstrap,Dream,49.5,20.0,203,4050,male,2009
Chinstrap,Dream,52.0,18.1,201,4050,male,2007
Chinstrap,Dream,52.1,18.8,197,3475,male,2009
Chinstrap,Dream,50.9,19.2,195,3550,male,2008
Chinstrap,Dream,52.1,19.5,206,3950,male,2009
Chinstrap,Dream,52.1,18.8,197,3475,male,2009
Chinstrap,Dream,51.8,20.7,210,4800,male,2008
Chinstrap,Dream,49.2,19.6,212,4300,male,2009
Chinstrap,Dream,51.9,20.7,210,4800,male,2008
Chinstrap,Dream,50.3,19.6,201,4050,male,2007
Chinstrap,Dream,49.3,18.2,193,3775,male,2009
Chinstrap,Dream,48.4,17.6,190,3375,male,2007
Chinstrap,Dream,49.5,20.0,203,4025,male,2009
Chinstrap,Dream,51.3,20.3,194,3800,male,2007
Chinstrap,Dream,51.3,19.1,201,3975,male,2009
Chinstrap,Dream,51.2,18.8,203,4125,male,2008
Chinstrap,Dream,51.7,20.3,194,3775,male,2007
Chinstrap,Dream,49.7,18.2,193,3775,male,2009
Chinstrap,Dream,48.7,19.6,212,4300,male,2009
Chinstrap,Dream,51.9,20.7,210,4800,male,2008
Chinstrap,Dream,50.5,19.4,193,3800,male,2007
Chinstrap,Dream,50.1,19.5,197,3850,male,2007
Chinstrap,Dream,52.6,20.0,205,4525,male,2008
Chinstrap,Dream,51.8,19.4,206,3975,male,2009
Chinstrap,Dream,51.9,18.9,198,4125,male,2007
Chinstrap,Dream,49.8,18.2,194,3775,male,2009
